"Timestamp","How much Smalltalk experience do you have?","Where did you gain your Smalltalk experience?","How often do you develop software?","What Smalltalk dialect do you use primarily?","You mainly work ...","I access and/or inspect objects ... [Select:]","I modify variables in inspector windows ... [Select:]","I evaluate code snippets and/or run methods in inspector windows ... [Select:]","I keep inspector windows open for long periods of time. [Select:]","It is easy to access objects. [Confirm:]","Smalltalk offers many ways to access or inspect objects. [Confirm:]","Accessing objects helps me to understand how programs work. [Confirm:]","Accessing objects helps me to get immediate information about objects and/or program states. [Confirm:]","I debug programs ... [Select:]","I modify variables in debugger windows ... [Select:]","I evaluate code snippets and/or run methods in debugger windows ... [Select:]","Debugging programs helps me to understand how the programs work. [Confirm:]","Debugging programs helps me to get immediate information about program behaviors and/or states. [Confirm:]","I modify source code of running programs ... [Select:]","Modifying running programs helps me to understand how programs work. [Confirm:]","When I change the source code of a running program, I expect to see the effect of my changes immediately or very soon after. [Confirm:]","I write code snippets ... [Select:]","Writing code snippets helps me to identify what is the cause of a bug. [Confirm:]","Writing code snippets helps me to learn new libraries and/or programs. [Confirm:]","Writing code snippets helps me to identify how I should structure my source code. [Confirm:]","Writing code snippets helps me to get immediate information about program behaviors and/or states. [Confirm:]","I search for source code examples ... [in example classes and/or methods]","I search for source code examples ... [in class and/or method comments]","I search for source code examples ... [in help and/or example browsers]","I search for source code examples ... [in test cases]","I search for source code examples ... [in general source code]","I search for source code examples ... [on Internet and/or books]","Relevant source code examples are easy to find. [Confirm:]","Source code examples are easy to execute. [Confirm:]","Source code examples are easy to modify. [Confirm:]","Source code examples helps me to learn new libraries and/or programs. [Confirm:]","How often do you ask for examples, program usages, and/or issue solutions ... [to colleagues in person?]","How often do you ask for examples, program usages, and/or issue solutions ... [in chats and/or mailing lists?]","What do you use (attach) when discussing programming issues electronically? [screenshots]","What do you use (attach) when discussing programming issues electronically? [code snippets]","What do you use (attach) when discussing programming issues electronically? [source code]","What do you use (attach) when discussing programming issues electronically? [links to source code]","What do you use (attach) when discussing programming issues electronically? [patches or bug fixes]","What do you use (attach) when discussing programming issues electronically? [stack traces in text forms]","What do you use (attach) when discussing programming issues electronically? [serialized objects and/or programs]","What do you use (attach) when discussing programming issues electronically? [serialized stack traces]","It is easier to read a source code, rather than write a test case for it. [Familiar code]","It is easier to read a source code, rather than write a test case for it. [Unfamiliar code]","It is easier to read a source code, rather than write a code snippet to run it. [Familiar code]","It is easier to read a source code, rather than write a code snippet to run it. [Unfamiliar code]","It is easier to understand a source code by reading it, rather than by running its examples. [Familiar code]","It is easier to understand a source code by reading it, rather than by running its examples. [Unfamiliar code]","It is easier to find out a bug in a program by reading its source code, rather than by running the program. [Familiar code]","It is easier to find out a bug in a program by reading its source code, rather than by running the program. [Unfamiliar code]","I prefer to learn a source code by running examples, rather than learning it by reading its source code. [Familiar code]","I prefer to learn a source code by running examples, rather than learning it by reading its source code. [Unfamiliar code]","I prefer to check my source code changes as often as possible, rather than after I finish a task. [Familiar code]","I prefer to check my source code changes as often as possible, rather than after I finish a task. [Unfamiliar code]","Live programming in Smalltalk","Electronic communication in Smalltalk"
"2017/08/09 4:29:07 AM GMT-3","3 to 5 years","my own personal use","Daily","Pharo;VA Smalltalk;Dolphin","in a shared office","Very often","Very often","Very often","Occasionally/ Sometimes","Agree","Agree","Agree","Agree","Very often","Very often","Very often","Agree","Agree","Very often","Agree","Agree","Very often","Agree","Agree","Agree","Agree","Very often","Regularly","Regularly","Very often","Very often","Occasionally/ Sometimes","Agree","Agree","Agree","Agree","Regularly","Rarely","I do easily","I do easily","I do easily","I do easily","I do easily","I do, but exchanging it is (too) difficult","I do not, because exchanging it is too complex","I do, but exchanging it is (too) difficult","Neutral","Neutral","Somewhat disagree","Somewhat disagree","Agree","Neutral","Disagree","Disagree","Neutral","Neutral","Somewhat disagree","Somewhat disagree","",""
"2017/08/09 6:35:19 AM GMT-3","more than 10 years","Primarily in industry","Daily","VisualWorks","in a shared office","Very often","Occasionally/ Sometimes","Often","Occasionally/ Sometimes","Agree","Agree","Agree","Agree","Very often","Occasionally/ Sometimes","Often","Agree","Agree","Occasionally/ Sometimes","Agree","Agree","Occasionally/ Sometimes","Agree","Agree","Neutral","Somewhat agree","Very often","Often","Rarely","Often","Often","Rarely","Somewhat disagree","Somewhat agree","Agree","Agree","Occasionally/ Sometimes","Rarely","I do easily","I do easily","I do easily","I do easily","I do easily","I do easily","I do not want or need","I do not want or need","Agree","Agree","Agree","Agree","Somewhat agree","Somewhat disagree","Neutral","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","",""
"2017/08/09 10:20:52 AM GMT-3","more than 10 years","In both (academia and industry)","Weekly","VisualWorks;ObjectStudio","in a single person office","Regularly","Regularly","Often","Often","Agree","Agree","Agree","Agree","Often","Often","Often","Agree","Agree","Occasionally/ Sometimes","Neutral","Neutral","Often","Somewhat agree","Agree","Somewhat agree","Agree","Often","Often","Often","Often","Often","Often","Neutral","Somewhat agree","Neutral","Agree","Occasionally/ Sometimes","Occasionally/ Sometimes","I do easily","I do easily","I do easily","I do easily","I do easily","I do easily","I do easily","I do easily","Neutral","Somewhat agree","Somewhat agree","Neutral","Neutral","Neutral","Agree","Somewhat agree","Somewhat agree","Neutral","Agree","Somewhat agree","",""
"2017/08/09 11:04:25 AM GMT-3","more than 10 years","In both (academia and industry)","Daily","Dolphin Smalltalk","remotely, my co-workers are in other buildings and/or cities","Very often","Often","Very often","Regularly","Agree","Agree","Agree","Agree","Very often","Often","Regularly","Agree","Agree","Often","Agree","Agree","Often","Somewhat agree","Somewhat agree","Neutral","Somewhat agree","Occasionally/ Sometimes","Occasionally/ Sometimes","Rarely","Rarely","Very often","Occasionally/ Sometimes","Somewhat agree","Somewhat agree","Somewhat agree","Agree","Rarely","Rarely","I do not want or need","I do easily","I do easily","I do easily","I do easily","I do easily","I do not want or need","I do not want or need","Somewhat agree","Neutral","Neutral","Neutral","Neutral","Neutral","Somewhat disagree","Somewhat disagree","Neutral","Somewhat agree","Somewhat agree","Somewhat agree","","Some kind of integrated messenger/discussion forum and smalltalk workspace system would be useful, e.g. to discuss code and be able to execute snippets in a single environment. "
"2017/08/09 3:06:23 PM GMT-3","2 years or less","Hobbiest","Daily","Pharo","in a single person office","Rarely","Occasionally/ Sometimes","Regularly","Rarely","Somewhat agree","Agree","Agree","Agree","Regularly","Occasionally/ Sometimes","Often","Agree","Somewhat agree","Occasionally/ Sometimes","Agree","Somewhat agree","Regularly","Neutral","Agree","Agree","Agree","Occasionally/ Sometimes","Occasionally/ Sometimes","Occasionally/ Sometimes","Occasionally/ Sometimes","Regularly","Regularly","Somewhat agree","Neutral","Neutral","Agree","Occasionally/ Sometimes","Occasionally/ Sometimes","I do easily","I do easily","I do easily","I do easily","I do easily","I do easily","I do easily","I do easily","Neutral","Neutral","","","Neutral","Somewhat agree","Somewhat disagree","Somewhat disagree","Neutral","Neutral","","Not applicable","",""
"2017/08/09 7:32:08 PM GMT-3","more than 10 years","Primarily in industry","Daily","Pharo;GemStone","in a single person office","Very often","Regularly","Very often","Occasionally/ Sometimes","Agree","Agree","Agree","Agree","Very often","Regularly","Occasionally/ Sometimes","Agree","Agree","Occasionally/ Sometimes","Somewhat disagree","Agree","Very often","Agree","Agree","Agree","Agree","Often","Often","Regularly","Often","Very often","Regularly","Somewhat agree","Agree","Agree","Agree","Occasionally/ Sometimes","Occasionally/ Sometimes","I do easily","I do easily","I do easily","I do, but exchanging it is (too) difficult","I do, but exchanging it is (too) difficult","I do easily","I do easily","I do easily","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Agree","Somewhat agree","Somewhat disagree","Disagree","Agree","Agree","Agree","Agree","",""
"2017/08/10 2:49:04 AM GMT-3","more than 10 years","Primarily in industry","Daily","GemStone","in a shared office","Very often","Occasionally/ Sometimes","Very often","Occasionally/ Sometimes","Neutral","Agree","Agree","Agree","Very often","Occasionally/ Sometimes","Rarely","Agree","Agree","Occasionally/ Sometimes","Somewhat agree","Agree","Very often","Agree","Agree","Neutral","Neutral","Often","Occasionally/ Sometimes","Rarely","Occasionally/ Sometimes","Regularly","Occasionally/ Sometimes","Neutral","Somewhat agree","Agree","Agree","Occasionally/ Sometimes","Rarely","I do easily","I do easily","I do easily","I do easily","I do easily","I do easily","I do not want or need","I do not want or need","Neutral","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Neutral","Disagree","Neutral","Agree","Somewhat agree","Agree","",""
"2017/08/10 11:37:32 PM GMT-3","more than 10 years","Primarily in industry","Daily","VisualWorks","remotely, my co-workers are in other buildings and/or cities","Very often","Rarely","Often","Regularly","Agree","Agree","Agree","Agree","Very often","Occasionally/ Sometimes","Very often","Agree","Agree","Very often","Agree","Agree","Very often","Somewhat agree","Agree","Agree","Agree","Often","Often","Often","Occasionally/ Sometimes","Regularly","Often","Somewhat disagree","Agree","Agree","Agree","Rarely","Often","I do easily","I do easily","I do easily","I do not, because exchanging it is too complex","I do easily","I do easily","I do easily","I do not want or need","Neutral","Somewhat agree","Somewhat disagree","Somewhat agree","Neutral","Neutral","Somewhat disagree","Disagree","Agree","Agree","Agree","Agree","Over the years I found Object Inspector from Kent Beck invaluable in visualising relationships and references","with collaboration and communication tools like Slack available to teams, it is arguable what Smalltalk based tools can bring to the table. However, pair programming for remote teams would be a huge win"
"2017/08/11 6:52:56 AM GMT-3","Not applicable","self-thought","Less than weekly","Pharo","alone, without co-workers","Very often","Rarely","Often","Regularly","Agree","Agree","Agree","Agree","Regularly","Rarely","Regularly","Agree","Agree","Rarely","Agree","Agree","Often","Agree","Agree","Agree","Agree","Very often","Very often","Very often","Very often","Often","Very often","Somewhat agree","Somewhat agree","Somewhat agree","Agree","Rarely","Rarely","I do not, because exchanging it is too complex","I do easily","I do easily","I do, but exchanging it is (too) difficult","I do, but exchanging it is (too) difficult","I do not know","I do easily","I do not know","Neutral","Somewhat agree","Neutral","Neutral","Somewhat disagree","Somewhat disagree","Disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Agree","Agree","",""
"2017/08/12 5:41:55 AM GMT-3","more than 10 years","Primarily in industry","Daily","VisualWorks","in a shared office","Regularly","Occasionally/ Sometimes","Occasionally/ Sometimes","Occasionally/ Sometimes","Agree","Agree","Agree","Agree","Often","Occasionally/ Sometimes","Occasionally/ Sometimes","Agree","Agree","Rarely","Somewhat agree","Agree","Often","Somewhat agree","Agree","Disagree","Agree","Rarely","Rarely","I do not know","Occasionally/ Sometimes","I do not know","Rarely","Somewhat disagree","Somewhat agree","Neutral","Somewhat agree","Rarely","I do not know","I do easily","I do easily","I do easily","I do not know","I do not know","I do easily","Not applicable","Not applicable","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Neutral","Somewhat disagree","Disagree","Somewhat disagree","Somewhat disagree","Agree","Agree","",""
"2017/08/13 12:11:10 PM GMT-3","more than 10 years","In both (academia and industry)","Weekly","Pharo;VisualWorks","in a shared office","Very often","Often","Often","Often","Agree","Agree","Agree","Agree","Often","Regularly","Very often","Disagree","Disagree","Often","Agree","Agree","Regularly","Somewhat agree","Agree","Neutral","Agree","Regularly","Very often","Very often","Very often","Often","","Somewhat disagree","Agree","Somewhat agree","Agree","Very often","Rarely","I do easily","I do, but exchanging it is (too) difficult","I do easily","","","I do not want or need","I do, but exchanging it is (too) difficult","I do easily","I do not know","I do not know","I do not know","I do not know","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Disagree","Disagree","",""
"2017/08/14 6:40:54 AM GMT-3","more than 10 years","Primarily in industry","Daily","VisualWorks","in a shared office","Very often","Regularly","Very often","Very often","Somewhat agree","Somewhat agree","Agree","Agree","Very often","Very often","Very often","Agree","Agree","Very often","Agree","Agree","Regularly","Somewhat agree","Agree","Disagree","Agree","Often","Occasionally/ Sometimes","Rarely","Often","Very often","Occasionally/ Sometimes","Somewhat agree","Agree","Agree","Agree","Occasionally/ Sometimes","Rarely","I do easily","I do easily","I do easily","I do easily","I do easily","I do easily","I do not want or need","I do not want or need","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Disagree","Disagree","Agree","Agree","Agree","Agree","Support publishing of workspaces into Store. 
Fully integrate browser and inspector. 
Need better tools to work with multiprocessing in a direct manipulation paradigm.","I don't feel a need, either text+image attachments does the job or you start to pair (possibly remotely using screen sharing software).
We preempt a lot of communication by having bespoke CI support tools that continuously show what other developers have just published into Store."
"2017/08/14 10:50:20 AM GMT-3","more than 10 years","Primarily in industry","Daily","VisualWorks","in a shared office","Very often","Regularly","Very often","Occasionally/ Sometimes","Agree","Agree","Agree","Agree","Very often","Very often","Very often","Agree","Agree","Very often","Somewhat agree","Agree","Occasionally/ Sometimes","Somewhat disagree","Somewhat agree","Disagree","Agree","Rarely","Regularly","Rarely","Rarely","Very often","Rarely","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Rarely","Rarely","I do easily","I do easily","I do easily","Not applicable","I do easily","I do easily","I do not want or need","I do not want or need","Not applicable","Not applicable","Not applicable","Not applicable","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","",""
"2017/08/15 3:17:39 AM GMT-3","6 to 10 years","Primarily in industry","Daily","Pharo;GemStone","alone, without co-workers","Regularly","Regularly","Regularly","Occasionally/ Sometimes","Agree","Agree","Agree","Agree","Often","Occasionally/ Sometimes","Occasionally/ Sometimes","Agree","Agree","Regularly","Somewhat agree","Agree","Regularly","Neutral","Somewhat agree","I do not know","Somewhat agree","Occasionally/ Sometimes","Occasionally/ Sometimes","Rarely","Occasionally/ Sometimes","Regularly","Rarely","Somewhat agree","I do not know","I do not know","Agree","Rarely","Rarely","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Neutral","Neutral","Neutral","Neutral","I do not know","I do not know","",""
"2017/08/16 1:32:40 AM GMT-3","6 to 10 years","In both (academia and industry)","Daily","Bee","remotely, my co-workers are in other buildings and/or cities","Very often","Often","Very often","Very often","Agree","Agree","Agree","Agree","Very often","Often","Very often","Agree","Agree","Often","Agree","Agree","Very often","Agree","Neutral","Disagree","Agree","Occasionally/ Sometimes","Occasionally/ Sometimes","Occasionally/ Sometimes","Often","Rarely","Rarely","Somewhat agree","Somewhat agree","Agree","Somewhat agree","Occasionally/ Sometimes","Occasionally/ Sometimes","I do easily","I do easily","I do easily","I do not want or need","I do, but exchanging it is (too) difficult","I do easily","I do not, because exchanging it is too complex","I do not, because exchanging it is too complex","Neutral","Neutral","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Disagree","Disagree","Agree","Agree","""It is easier to find out a bug in a program by reading its source code, rather than by running the program"" define ""to find"". If a test fails I found a bug or a mistake that will lead to a bug? I found the mistake by running, now I'll check the stack and read the associated methods...","Mail"
"2017/08/17 8:05:49 AM GMT-3","2 years or less","Primarily in academia (student, profesor)","Less than weekly","Pharo","in a single person office","Rarely","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable","Rarely","Rarely","Occasionally/ Sometimes","Agree","Agree","Rarely","Agree","Agree","Very often","I do not know","I do not know","Agree","Agree","Regularly","Rarely","I do not know","Not applicable","I do not know","I do not know","Agree","Agree","Agree","Agree","Rarely","Rarely","I do easily","I do easily","I do easily","I do easily","I do easily","I do easily","I do easily","I do easily","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","",""
"2017/08/17 6:06:42 PM GMT-3","more than 10 years","Primarily in industry","Daily","VisualWorks;GemStone;Dolphin","remotely, my co-workers are in other buildings and/or cities","Very often","Very often","Very often","Often","Agree","Agree","Agree","Agree","Very often","Often","Very often","Agree","Agree","Very often","Agree","Agree","Rarely","Neutral","Neutral","Neutral","Neutral","Often","Often","Very often","Very often","Very often","Regularly","Agree","Agree","Agree","Agree","Rarely","Regularly","I do easily","I do easily","I do easily","I do easily","I do easily","I do easily","I do not want or need","I do not want or need","Neutral","Neutral","Neutral","Neutral","Somewhat disagree","Somewhat disagree","Disagree","Disagree","Somewhat agree","Somewhat agree","Agree","Agree","",""
